"type","Status","Amount_In_Dollars","Original_Date","Traded_Time","Last_Updated","Deposit_Type","Fee_In_Dollars","Market_Title","Market_Ticker","Market_Id","Filled","Remaining","Direction","Order_Type","Price_In_Cents","No_Contracts_Owned","No_Contracts_Average_Price_In_Cents","Yes_Contracts_Owned","Yes_Contracts_Average_Price_In_Cents","Result","Profit_In_Dollars","Credit_Reason","Credit_Type","Introducing_Broker"
"Trade","","4","2026-06-17T08:30:21.503Z","4:30am EDT","","","0.06","","KXXRP15M-26JUN170445-45","6d200f2d-faeb-4f83-9537-2770bffab75d","","","Yes","Taker","37","","","","","","","","",""
"Order","Filled","","2026-06-17T08:30:21.463Z","","","","","","KXBTC15M-26JUN170445-45","40c1e2d6-823f-47f1-93e7-71adeefd2af4","5","0","","","","","","","","","","","",""
"Trade","","5","2026-06-17T08:30:21.463Z","4:30am EDT","","","0.07","","KXBTC15M-26JUN170445-45","40c1e2d6-823f-47f1-93e7-71adeefd2af4","","","Yes","Taker","34","","","","","","","","",""
"Order","Canceled","","2026-06-17T08:30:20.488Z","","","","","","KXXRP15M-26JUN170445-45","6d200f2d-faeb-4f83-9537-2770bffab75d","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-06-17T08:30:20.410Z","","","","","","KXBNB15M-26JUN170445-45","09a6a54d-e1e6-4165-847e-84ca7c5e56ec","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-06-17T08:30:19.458Z","","","","","","KXXRP15M-26JUN170445-45","6d200f2d-faeb-4f83-9537-2770bffab75d","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-06-17T08:30:19.413Z","","","","","","KXBNB15M-26JUN170445-45","09a6a54d-e1e6-4165-847e-84ca7c5e56ec","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-06-17T08:30:18.562Z","","","","","","KXBNB15M-26JUN170445-45","09a6a54d-e1e6-4165-847e-84ca7c5e56ec","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-06-17T08:30:18.434Z","","","","","","KXXRP15M-26JUN170445-45","6d200f2d-faeb-4f83-9537-2770bffab75d","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-06-17T08:30:17.433Z","","","","","","KXXRP15M-26JUN170445-45","6d200f2d-faeb-4f83-9537-2770bffab75d","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-06-17T08:30:16.434Z","","","","","","KXXRP15M-26JUN170445-45","6d200f2d-faeb-4f83-9537-2770bffab75d","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-06-17T08:30:13.419Z","","","","","","KXBNB15M-26JUN170445-45","09a6a54d-e1e6-4165-847e-84ca7c5e56ec","0","0","","","","","","","","","","","",""
"Settlement","","","2026-06-17T08:30:03.395Z","","","","","","KXBTC15M-26JUN170430-30","","","","","","","0","0.00","5","39.00","no","0.00","","",""
"Settlement","","","2026-06-17T08:30:03.385Z","","","","","","KXSOL15M-26JUN170430-30","","","","","","","0","0.00","1","40.00","no","0.00","","",""
